Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SIntPkt,DIntPkt,SIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,Dur,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,Temp,SpO2,Pulse_Rate,SYS,DIA,Heart_rate,Resp_Rate,ST,Label
1110.4272,480.77368,891.2049,79012.44,-175069.31,-10386.812,-2230.8123,-162.19116,19474.092,250.30197,309.28262,68.751175,228.98698,-4.3574867,-7.7135377,-2964.439,-3048900.0,5.2287016,1.653624,-22.876644,2.9926176,-7437.559,26.055843,52.612473,84.178955,154.94943,-102.15301,3.8114722,31.73888,-0.29049236,1
1111.1334,1769.1788,366.9535,-341296.34,4993742.5,-3047.544,-3796.7004,-5662.7197,-23325.2,-358.30933,309.03793,67.62893,41.286983,-1.2442924,-7.1172433,-4323.788,-4084869.0,3.6280565,-7.4979315,-26.881208,29.63432,1327.4141,27.658403,-103.61926,-37.53745,40.192722,-19.319351,-171.3915,7.687499,-0.9767034,1
1111.8909,1140.2291,1191.9573,-2470318.2,974509.1,-20649.22,-2434.9802,4022.7695,-55922.883,-4437.595,310.064,72.51842,321.74652,-9.13227,-10.474769,-900.7207,-5907187.0,1.8930337,0.8491253,-8.027762,31.474567,2735.1724,22.836632,92.41607,-21.786367,112.018265,-1.6177223,-75.386284,32.631584,-0.9936798,1
1111.1656,2680.9834,-87.12085,-1106168.5,1386523.8,3400.8416,-928.5499,-267.1791,-66771.37,-2248.9297,309.0057,64.830696,537.75433,-3.6623676,-36.65336,-1675.8665,-5624495.0,5.105918,-13.573534,-4.0058966,21.226158,-10434.067,26.478664,136.92502,-23.844652,-37.96895,-1.3964858,-60.695835,-52.196274,-1.016985,1
1111.5088,1534.5283,779.4597,-776895.9,3928436.0,-8488.364,-1182.4609,4177.832,24547.758,-2522.0757,310.25095,62.023422,112.496216,-5.0816875,-38.809074,1997.0707,-1022701.56,3.8684866,34.578903,-22.886465,57.787285,-1221.9813,21.490892,18.230799,-82.64187,-193.6963,-41.847153,-115.18467,34.86905,-2.4241378,1
1110.5146,124.531525,354.58057,1046148.0,2260102.5,-15046.217,-421.88593,-1918.6683,10066.012,-333.52493,310.52274,58.161667,63.99151,1.5622792,-22.093142,2786.1567,691685.7,3.6236117,57.119465,-5.311532,29.901768,-11954.77,26.193676,127.394936,-32.12838,78.79077,1.8140672,-60.30358,78.731224,-0.1947568,1
1110.0697,962.37134,1355.7175,-1027090.3,-689811.7,-4293.488,-3892.584,-540.11096,-3431.9731,-1917.0317,309.0084,62.72026,23.127718,-4.6594715,-14.652781,1775.0607,-4511092.0,6.4935656,2.2822907,-16.84463,71.74388,-16753.848,18.429623,196.85117,145.95023,114.888664,-48.580032,-55.532864,-6.3420973,-0.5698811,1
1110.5409,1572.1699,332.58093,-220304.97,-2111790.5,-11992.128,-2580.1692,-1130.8547,4128.0713,262.49506,309.4364,65.197754,376.35583,4.007453,-15.482714,1075.5946,741101.94,5.6368012,34.46614,-3.6526158,16.355263,-2997.966,27.77027,73.40399,172.30092,-74.74826,-29.443268,56.194794,0.1294927,-0.85939884,1
1110.9337,322.99283,-775.15735,195402.11,-2157817.5,-10381.653,-1825.4851,5504.1533,-16241.971,2680.086,310.6603,63.874317,-129.15427,-2.463414,-13.847648,167.4204,-5147158.0,1.3704678,-5.5690155,-21.381317,65.090866,-23609.547,23.50827,45.860497,-101.91564,67.18981,-39.492115,29.805914,21.011581,0.49686697,1
1109.9711,403.6722,-556.10284,-2836285.8,-3480534.8,3201.8357,-2839.2454,4936.6626,-41944.55,-233.15378,310.18326,61.799896,444.30225,-5.517276,-0.6025542,1293.4808,-1267099.5,8.243957,12.290361,0.9369327,62.42177,-9429.428,26.320135,85.53795,-12.186339,-166.56607,-20.275862,-181.23993,44.604366,-0.34919327,1
1111.1914,2198.2754,202.45853,-235653.83,1869186.2,-7740.1313,-3177.5618,-1634.9951,38753.27,1302.4938,309.2618,64.66507,132.8552,0.15097919,5.078288,-1586.423,3070406.0,3.1663308,35.19803,-12.31977,70.5966,-1237.8785,25.839836,164.1893,215.4186,159.87259,-40.72127,39.927498,57.680622,-0.9575169,1
1110.974,1453.2825,-247.32472,-378243.9,56429.023,-4919.8364,-1670.0642,1774.1302,-15403.489,-598.7475,310.2111,60.192307,-66.971825,1.347405,-17.51804,-173.6521,-6507639.5,7.0408077,-0.75317585,-31.429346,31.959879,-8864.559,20.517677,92.20534,-243.23831,-6.8451695,-33.60378,-4.6826253,-31.392616,-0.68529147,1
1110.7988,2001.7822,-820.2139,-880779.8,-5999463.0,-9802.344,-4491.6294,-36.971,-96808.39,421.37808,310.65863,72.69019,264.12872,-9.357456,-9.3966,1503.4419,-820120.56,6.2378817,-19.395546,-15.968237,50.482407,-9821.141,23.399435,32.363148,-122.49138,-74.60301,69.70675,-132.36214,52.872227,0.36636978,1
1110.8638,-811.2211,359.68057,-1072040.4,-711655.25,-7130.2515,-4096.873,351.69043,4650.8755,-1070.3954,309.90158,69.23723,45.98007,-1.7718613,-19.38946,187.71107,-1094804.2,0.0069424235,16.219242,-26.455276,50.70493,-16185.676,21.49825,143.09422,133.26122,-23.490364,24.457592,-54.105835,17.83614,-2.0978305,1
1111.0114,1131.3152,395.0119,384256.56,-553278.3,-5259.642,550.6717,535.14575,-95120.34,9.709406,309.25598,64.764465,-46.94978,-2.165094,-35.21897,975.9665,1829744.6,0.63588303,-8.163089,8.943811,17.357117,-17392.373,33.17048,95.44378,139.51636,31.893223,35.88826,138.21576,14.558256,-1.5700809,1
1111.343,1913.2327,35.05381,-83806.7,2127929.8,-4637.9033,59.555683,2037.942,20218.31,-1520.66,310.7827,73.70573,294.65335,-3.3168254,-22.57146,46.866245,1652713.5,-4.2641582,43.315845,-1.362973,56.850044,6448.5146,23.137798,61.629158,-242.65335,81.5864,33.889786,-141.86703,-10.327488,-2.4088187,1
1111.145,1432.3318,-149.56067,911637.75,-2369141.8,311.70056,1386.8534,-761.419,-24785.49,-238.50781,310.19077,64.61135,48.149338,-5.069476,-10.549559,-1052.4667,-2064488.6,2.0266323,20.47931,-20.375826,48.11882,-3931.972,23.093632,99.053474,-104.37432,147.1625,24.599516,93.52483,-41.53548,-1.2581028,1
1110.8169,317.57513,189.55428,596839.75,-3321296.8,-9107.73,-580.5061,1827.1567,-4282.004,-296.33594,308.8889,64.21788,300.51535,1.3943571,1.4785295,-1313.8373,-1573218.4,4.44126,0.64448303,-7.930431,8.337779,-9543.759,22.822624,113.12091,19.613777,126.94273,-13.4585495,-31.505392,-47.19461,-0.47505984,1
1109.7216,180.13586,219.88281,-945346.3,228341.28,-3603.573,-852.37494,1237.194,-33856.383,-977.53357,310.84067,60.163254,181.24738,-4.228033,-8.698338,2504.8613,-8345532.0,5.870142,-2.5869963,-19.893309,31.108044,-10580.077,25.903482,44.777996,-48.422577,-121.13132,-24.604664,-42.446224,-30.18883,-0.7507672,1
1110.1432,-1445.2,1218.456,46371.895,5834190.5,-5969.618,-1063.4622,1142.3604,-35608.113,224.3363,310.63644,61.598473,396.45663,-2.9575768,-9.761425,-1378.8998,-4858260.5,6.164356,17.685238,10.761523,44.20283,-10974.697,29.637995,52.33199,198.99345,213.91908,64.31819,-149.02673,20.114576,-0.8930894,1
1111.1392,998.3119,751.8239,476121.22,-362473.53,5679.0166,-954.7294,2252.2947,-101.572495,-2905.6016,308.9718,59.1561,582.8218,0.04955629,-2.0210054,-2810.4734,-879893.8,1.7944003,-23.772228,-10.897314,15.757835,-9408.997,25.59066,35.45018,-95.73916,-31.356781,-66.62931,-48.830658,-35.945026,-0.8857289,1
1111.9243,684.08405,502.73096,-150153.89,-1675290.5,1763.5155,-1797.905,5240.089,-86289.32,1.8597705,310.68677,62.283203,328.34116,-10.436145,-64.46994,-822.7312,-4270762.5,4.6765223,-13.42159,4.7674923,5.2912197,1308.1901,25.87752,81.06561,-74.491234,193.70905,124.6546,-114.20834,28.164497,1.2130764,1
1110.2482,408.86026,700.4663,-435022.0,1675697.8,-2991.4365,-1439.9526,1141.8867,34181.82,-454.14905,310.42038,64.39163,371.65726,-4.525588,-16.287418,-1084.0513,-4812225.5,11.061479,23.291483,-11.906576,40.629467,-10248.344,20.679367,1.546503,-17.140598,46.34403,-38.32386,-76.14127,-29.292543,-1.7393613,1
1109.6718,-4373.679,907.78064,174783.62,4934661.5,-11704.977,2849.617,-1113.1676,-19793.799,-2496.7769,309.85266,66.62712,345.653,-6.8042994,-1.7968969,-335.20087,-7223001.0,6.4237146,1.7848647,-24.098675,40.70691,-17049.73,37.701332,-88.99631,210.9227,-47.912724,-151.83936,-128.83885,-17.50723,-1.3719276,1
1111.0055,-694.4566,969.8524,-29534.111,-911679.1,-3900.746,-1890.4174,249.81493,-20172.518,-1692.1282,309.14536,63.635384,357.81732,-6.0441175,-20.024393,1037.968,-7880436.5,-0.2106545,8.127906,-11.667246,24.904032,16524.768,29.082615,103.55524,401.17596,10.763757,-24.826515,47.774952,80.861984,-2.3068814,1
1110.4325,-13.645184,431.65207,-507857.22,-552937.7,-6862.0933,3136.0388,3907.077,-34933.023,-671.3364,309.94376,59.912556,434.18747,-6.4736676,-26.667423,2530.6797,-441759.62,5.645414,-18.41428,-21.637875,6.6990185,-15046.818,32.987366,159.98976,84.908646,126.6611,226.69415,0.05316168,75.237564,-0.43284208,1
1111.2319,788.6689,-402.5747,-850404.7,-624970.1,-14715.348,-1214.1107,1785.4171,-58757.44,775.17017,309.40576,67.835144,260.70837,0.5182341,8.076208,-1262.4419,-3027526.2,4.2139916,22.016605,-41.734596,30.596725,272.00247,29.594215,29.119688,104.89942,118.37427,-17.935104,109.37202,95.56955,-2.235135,1
1110.7863,1582.0024,-380.5512,-517610.22,57968.723,4557.1987,-2411.3403,1611.911,38981.895,-219.32628,308.7452,61.07373,140.86552,-4.619514,-4.327693,-2290.5996,-5524588.0,6.5024085,-1.4275538,3.7923405,31.358448,-9699.242,30.158194,3.7038133,-206.9253,68.673416,57.125877,-106.10598,-74.4778,-0.23916784,1
1112.2797,986.05383,-581.9021,800000.1,4349097.5,-1745.8347,-1067.5316,802.29443,-1073.6122,-4208.4614,308.77115,68.78855,433.2767,-8.371988,-27.137928,-211.11302,-1202067.8,5.920347,36.388336,-52.66247,37.628582,6663.7354,34.053646,-30.336008,17.2259,54.51483,112.148,90.5566,-9.500777,-1.7489525,1
1110.0521,-5.3395815,-794.653,350530.9,880067.9,-9794.384,1188.4124,-1588.5564,30003.123,668.8095,308.9567,66.59108,127.17994,-0.70914423,-7.6954265,-1806.5776,-4424498.5,5.5037117,-12.108363,-14.451455,9.668801,-23233.756,26.024996,43.655712,43.813293,96.15425,-47.17651,46.39069,-93.12359,-1.3190262,1
1110.516,1671.7494,924.0232,330476.1,3007115.2,-2528.0667,-981.3973,-2218.6592,26953.059,1926.4014,309.43628,64.90302,107.01179,-0.0010090373,-11.270784,3689.9143,1084128.4,-0.6741405,17.94048,-7.215137,58.430706,-538.27704,23.1395,189.58269,234.72185,-16.433216,3.479072,-10.209807,47.356316,-2.4626546,1
1110.6523,-1222.7357,-122.102455,-261358.55,-24136.574,-3069.4404,850.1232,3039.311,81736.8,-3524.8545,308.9319,66.305084,261.63205,0.65748125,4.2152905,143.45555,-4659053.5,6.06243,15.928001,-31.19356,11.547092,-14406.992,27.11712,43.085323,179.56546,30.380695,116.911644,-81.543564,68.26443,-0.3388751,1
1111.2509,-485.55276,-382.87112,-47218.664,2038879.2,413.18628,-1249.0342,-681.797,-11894.526,1003.54254,309.75626,62.302162,7.201941,-4.8293605,10.462162,308.679,-1756240.2,2.7417605,20.487232,-28.105318,16.62546,2102.608,29.418036,10.695728,-144.99866,-44.82699,-151.1009,-16.145224,-20.136642,-1.1583618,1
1109.5068,959.70795,203.73143,267025.0,2221880.2,-6653.02,385.97614,2482.547,40334.57,-1234.3372,310.14954,59.037834,296.40414,-5.3362064,-23.1055,3257.955,-5800314.0,5.2685814,8.9261,-5.712373,-2.7675457,1107.5707,21.407894,113.61158,-62.588673,4.540357,24.44338,17.624378,-47.59547,-0.9262392,1
1110.9985,-2684.9438,793.76984,-1847434.9,5423127.0,-13901.203,189.12221,3032.08,8051.181,-1003.1025,311.58627,65.234955,50.917988,-6.358604,-52.16476,3248.9412,-3222898.0,7.021469,3.694935,-9.806458,53.71238,-13158.744,30.255768,97.37733,-167.53667,-90.54642,-33.776592,-195.98042,-62.84014,-1.3020011,1
1110.9575,1967.2098,-77.96893,71169.02,1691397.9,-9155.052,-1359.3744,1403.6355,8616.017,1360.0675,310.29733,62.7911,153.91965,0.5726526,-11.929121,3122.1836,1467866.4,1.7440225,28.692362,-18.227919,60.708538,-257.5209,29.99698,142.97444,2.9803689,-7.638823,43.269833,207.10901,52.223064,-1.5034715,1
1110.8251,2174.2153,560.33685,-1253080.6,951771.8,-561.19904,-3463.2139,6523.276,32395.156,-2997.1106,310.2349,60.78315,597.16754,-7.952119,-6.668316,-1007.24316,-608568.25,12.564289,47.986893,-39.122726,3.4907744,-9475.792,25.83985,87.79363,110.45012,-222.70045,-193.58472,-107.62335,-44.804222,-2.2285314,1
1109.6942,417.14136,728.61304,619319.1,-4340673.0,5496.9634,-1291.7832,1771.7759,-1715.5267,1287.5612,309.74966,66.27193,736.8597,10.784653,-23.620468,-2559.4258,-9597474.0,2.6949508,-1.2953066,9.62353,15.968282,-9134.413,24.912079,51.499283,-145.0286,267.8966,-4.5772204,16.213047,-129.22879,-0.33520973,1
1111.053,1037.3984,1184.6621,-539796.5,1209999.0,-8213.803,-902.6955,2599.621,6989.4194,-2968.405,310.26077,66.17364,419.52332,2.7484472,-34.280247,94.85772,-2965673.8,2.1704245,35.748302,-13.461552,22.02678,-9785.539,28.29703,112.949455,34.7655,330.10162,122.41533,40.87095,21.164082,-0.5225481,1
1111.7375,685.38196,-112.48438,-743360.94,4002622.8,-299.33713,326.79675,2639.0037,76068.19,-1234.2404,309.60577,67.748505,238.79475,-3.384867,-17.032093,-278.99728,-1553256.0,5.0020833,11.584702,-18.106352,17.847631,20485.908,28.423376,86.23204,-42.569176,91.66655,-13.959521,50.81937,65.36714,-0.39473492,1
1110.2572,3487.482,294.61133,981772.94,3055896.5,-12804.383,-935.247,768.96967,40940.367,-600.3543,309.68555,66.105865,-158.76901,0.21809845,-27.539577,4187.9707,-4230587.0,0.9479395,39.42071,-24.008696,52.5177,-13321.718,22.838093,59.44606,19.708618,-138.21692,92.43653,90.47788,-4.906545,-1.8231663,1
1110.2352,-7.934274,175.82304,-1122629.5,-3739584.2,-14943.588,291.12177,445.42303,-36350.242,4341.817,310.1589,65.822174,118.86521,-3.4982193,-24.508621,-972.16516,-744365.56,3.6546946,9.497741,-17.137716,35.323147,-21044.479,25.536814,80.38721,-28.208126,-13.647259,19.280457,-38.34829,31.875614,-1.7004259,1
1110.6617,980.6171,318.77148,-24922.92,-1310560.1,-4553.706,-2209.344,1677.7057,13933.438,457.25208,310.64697,67.99077,466.15192,-1.4180228,-17.502718,-564.6932,-474125.03,1.4947442,2.1977377,-17.396448,33.265633,100.89652,20.422346,2.539321,-211.74275,-11.847435,-55.1687,-36.78336,-52.88629,-0.32185477,1
1110.1395,-1447.5474,496.2336,-346038.5,-86635.164,-9354.624,-1379.664,592.791,28489.736,-1403.727,309.6417,67.80232,47.27215,-4.7578683,3.267214,126.752525,-2310124.2,1.5838088,32.957535,-29.363361,21.512869,-11314.459,24.096348,51.57233,-176.05722,21.006823,-70.71208,12.204275,23.320967,-0.78134036,1
1110.3679,1518.751,-320.63547,1270200.9,-585899.1,-11074.438,-633.0946,1389.7676,28696.785,2640.556,309.54303,67.74152,138.73798,0.8383388,-22.619886,276.71616,-2138109.5,2.54855,-14.291288,-14.146876,14.589359,-24465.559,29.715439,89.435295,74.38727,-22.772552,66.67949,-12.988479,-38.450027,-0.669829,1
1111.4253,-635.3009,-145.90671,-1725539.0,-2304436.2,-4228.7593,-2234.4226,3323.0208,-60879.15,5.279108,310.53546,66.68849,138.3353,-4.776501,-9.109475,-810.32,-2323575.8,4.904805,32.88992,-11.850039,27.469835,-13670.082,27.597307,24.42141,-13.065333,60.916237,-12.984012,-111.18029,71.57904,-0.6016966,1
1110.2726,1970.9956,152.63753,659286.75,361283.44,-12189.41,-246.92595,2096.5146,-30694.096,-1564.7284,309.1611,63.463356,445.81378,-3.709401,-14.808837,423.24875,-10187189.0,0.78048486,-2.3921525,-35.854973,-20.138062,6997.6587,23.295605,-26.434788,-209.60718,83.973175,50.41411,-109.378914,-7.4513173,-0.052103005,1
1110.7792,1069.489,671.1368,325052.66,3216002.0,-522.1927,864.84576,-2109.5312,-48976.227,-1063.0188,309.2271,64.38051,201.63376,-1.994031,-19.936544,-2069.7761,-4672403.5,1.3081965,-16.13664,-15.500301,-0.6333473,-15284.778,28.748417,28.578516,165.05515,148.45534,-31.724962,-127.54332,10.892256,-0.91175187,1
1111.1573,1482.639,1196.9634,-684653.3,-639363.94,-8312.34,-226.2246,519.5264,-10047.423,41.649685,309.9924,59.945442,310.2891,-2.7540712,3.6976388,1079.152,-1324746.0,3.031296,13.048601,-23.422253,60.130894,-1051.5839,22.071108,51.040554,-62.76986,-81.534485,-43.821278,-93.90616,26.351177,-1.5059912,1
1110.7832,121.438835,520.2523,-1249604.2,2455009.2,-1685.8145,-1204.1228,-2645.416,-2435.6624,-3104.9263,309.42697,63.988144,-33.57349,-7.3860593,-27.580109,-1005.21277,-5269751.5,7.2876577,-1.2502131,-27.858604,0.37166762,9368.45,35.797424,33.928074,-20.826847,-49.367905,24.394457,13.204238,-34.99267,-1.5298746,1
1110.6088,1274.7015,133.5216,-233631.7,-3018227.2,-614.0918,1801.8464,2521.712,81494.95,-2971.6565,309.13736,64.78347,296.4874,-0.34960043,-7.084308,-789.985,-35663.516,-3.4594572,11.85394,-26.502487,39.847202,5997.5356,23.844286,103.75054,-157.75385,46.097248,-27.036585,7.7498517,-25.189976,0.0852187,1
1111.2097,513.91974,800.337,-225287.47,-1188082.6,-8744.181,-353.2812,-474.64026,-46276.207,1043.5159,309.91147,60.654934,320.6059,1.2973272,-1.8691064,-719.4674,-3035534.5,2.3077235,-2.9596345,1.5033532,70.05718,-3665.125,32.009766,136.76537,265.74377,172.72813,5.691634,-37.081192,49.897026,-0.010588292,1
1111.4551,518.1693,339.56415,-938510.7,2194169.8,5619.2515,-98.64961,103.7089,108.91391,-1687.347,309.36624,59.12725,56.078556,-4.5929933,0.19926357,-1163.1694,-5544173.5,2.8770397,-4.953713,-31.746332,24.59223,8517.115,33.57123,18.74762,127.473564,51.311165,51.856403,-82.04658,37.547806,0.30582872,1
1110.6898,-2562.5774,-26.006792,-137469.9,-35934.805,-4405.4663,-1067.6613,1676.0331,29818.838,205.59547,309.62964,67.285385,76.23335,-6.608442,-5.832939,-954.4683,-1335469.2,0.7320062,29.93783,-11.736907,25.277212,-7412.2036,31.759808,77.391716,-184.73079,16.531137,-98.75267,-21.465427,-6.6877675,-1.256701,1
1110.048,-256.17236,512.0473,-601109.6,2697941.0,-5296.701,-3564.3743,1245.2031,-42559.39,334.1082,311.8655,63.8016,402.33762,-4.2681046,-16.895334,706.4488,511336.34,2.4776878,13.139351,-7.712589,34.10779,-3504.2468,19.124569,11.279515,83.753395,79.527916,43.753983,-59.895893,27.102535,0.27582115,1
1110.1399,1928.5839,713.52765,-308941.34,1347411.6,-4782.9897,-1881.8073,367.90985,1773.8269,23.451534,309.5378,63.67109,-49.120735,-0.29267213,-38.0485,2885.3188,-1545197.8,1.872321,6.8690634,-32.60381,7.946347,-14063.959,27.767298,102.938965,108.30191,28.819881,48.653183,195.26253,30.470339,0.08283306,1
1111.1156,-202.15503,1084.682,-977120.8,-1773279.1,2104.3093,-453.5877,-584.16406,-10948.171,-486.3726,309.54532,57.787308,79.1911,-7.3842816,-17.106728,38.300617,3377878.2,4.157594,-15.885606,-13.739415,24.19355,-9760.353,31.700771,91.762924,52.61215,29.76138,-82.38307,-55.322514,73.036674,-0.49445066,1
1110.9591,2484.8118,-128.44412,-1830293.1,-1461173.2,4636.934,-2348.8975,1455.7684,22482.484,2908.795,310.36258,63.315685,174.84982,-2.0543118,-24.928314,800.8997,3862258.5,0.38930905,-6.2449403,-12.156542,62.93723,4500.928,34.517246,124.93365,-68.2443,-90.23503,55.787216,-47.034767,-12.445992,-1.9392009,1
1111.1196,1770.4745,-242.63281,198237.38,1371754.2,5292.089,-435.99307,1083.6305,27364.19,-26.018429,309.4039,60.96335,126.13404,-3.1819513,-6.1471386,1310.3091,-5025340.0,4.2182846,13.2188635,-25.984535,36.71379,6275.221,32.059433,112.235596,152.40446,-24.73425,-20.51101,9.814074,-21.573414,-2.2312553,1
1110.0813,1887.4475,840.6037,-490103.1,2259059.8,1077.287,205.9918,3599.501,9553.479,-3326.6697,309.04578,62.177277,348.46838,-0.5331986,-4.9111323,1194.3281,-3191830.0,1.7042378,2.9480128,-27.873749,24.61594,-14254.323,28.491005,86.90964,219.01288,-24.50974,131.66837,-21.241507,8.588523,0.055245705,1
1111.2328,-1325.2484,1419.1643,-2169848.8,1339570.0,-7155.8125,-197.65538,1235.583,-67797.86,-1055.7455,310.23444,70.71799,551.45996,-4.0323777,-13.848853,-1001.3519,-6762221.0,5.059719,-16.944109,-23.82261,-46.377613,2759.181,30.230543,-103.70419,107.31012,168.85912,10.652586,-97.220085,-39.604702,-3.0633054,1
1111.2083,1188.9731,311.26962,-163265.05,-1302948.9,-6598.861,-888.60675,1179.7112,12533.591,454.11844,309.3165,62.34159,188.03662,-3.588955,-7.7086325,-2329.5667,-1576075.2,4.36134,-12.077011,-10.755901,20.307926,-2830.1895,26.979809,-0.6556533,132.39223,-61.3841,-34.78553,-23.673172,-59.304195,-2.2573748,1
1110.4019,1452.9025,-4.310136,-845408.3,500775.97,-7141.774,-3063.4194,7199.4272,-30341.613,-1167.8605,311.13635,60.17959,295.26456,-3.4731448,-59.881485,-345.91904,-8058537.5,5.324538,-41.092045,8.275883,39.205246,-18688.824,29.975437,135.93974,53.721592,343.2572,237.6576,-128.32657,10.6399,-1.4132782,1
1110.4095,448.81094,-416.4169,78606.38,-4124459.2,-9846.599,1268.9688,-2559.3445,-10449.629,1263.0797,309.6657,69.63225,203.87518,-3.6797287,-25.395048,-1187.3105,-4519463.0,4.882463,20.895874,-22.49978,26.216938,-15305.101,29.669786,74.56155,-50.507084,-53.18119,33.21536,42.05859,44.677017,-1.1583769,1
1111.1787,972.33325,687.4067,-1058148.6,1479734.8,-552.7573,-1460.4592,2595.7097,-17648.762,-4385.7993,310.2728,61.49871,340.73947,-3.7364702,5.754707,325.14923,842100.3,4.3251944,22.153677,-22.940617,8.673398,-753.0327,22.597488,57.42713,23.109694,-48.425926,10.0518,-32.11606,-70.48678,-1.6440015,1
1111.3938,-151.4576,212.52786,-353221.3,5218983.5,-2563.4907,-145.7881,1619.9337,-39337.28,1388.1571,310.35522,69.55373,88.01921,-7.9797206,-15.884571,-370.24796,-497719.03,1.9749458,6.4062295,-3.21768,35.927746,-5255.517,31.98068,2.499873,18.445652,68.12257,-62.272007,51.575924,-14.957161,-1.326759,1
1110.4426,997.4117,122.122055,651269.7,3396299.8,-4568.9814,-2149.9885,4718.933,-64360.707,-4087.5854,309.0191,57.54837,150.65799,6.0481787,-24.760878,-479.4323,-7174617.0,1.7117838,-38.841427,-14.428138,7.648296,-12218.597,29.57649,121.19815,-42.032314,238.6913,103.8625,-8.532884,-32.21631,0.00085635786,1
1111.4161,892.53406,-14.145518,-669050.7,4402268.5,-756.034,-1107.7257,1416.8701,-40382.26,-1780.0189,309.1817,61.29404,428.93408,-8.063641,-28.322945,2054.8508,-2525763.8,-0.9206837,-0.22705607,-39.680542,34.20732,-0.87184334,34.080643,94.37983,8.638128,-192.12045,39.38056,46.978268,8.154869,-2.374042,1
1111.708,3334.1917,439.89987,766581.06,1685397.1,-6726.7407,-2128.066,-259.15482,-91417.555,1422.1704,309.58975,60.66239,113.90352,-2.7908475,-12.431261,241.1955,-2496385.0,4.4768314,3.5439289,-19.058344,31.36001,-8288.273,24.20158,107.11839,169.28473,186.01628,62.64662,38.127125,51.26576,-0.72628236,1
1111.4594,865.89685,281.96713,559728.5,2622782.8,-1215.3527,386.3887,3094.4287,-23085.086,-1540.4402,310.41644,65.12661,170.04929,-3.4539106,-18.628326,1900.6747,-4949480.0,1.1434929,5.731635,-25.990164,-19.288834,10917.646,24.498365,77.22082,-87.148125,-25.239813,53.595203,-28.78199,-11.906456,-0.1597346,1
1111.2438,-99.451866,-273.52365,-377752.7,2686502.2,-8619.839,-481.18494,1197.7937,-21725.125,-50.433342,310.31238,61.543133,-92.67041,-0.75461113,-22.075626,-1046.667,-3850705.2,5.937528,-2.90068,-23.56649,47.12564,-11270.298,24.362228,-31.945717,-36.42197,119.17682,-87.18674,-65.29889,-58.931705,-0.86110485,1
1110.2036,1953.5706,395.3194,-415198.84,-230352.4,-9743.869,1302.5696,-515.3339,-38420.477,-72.60834,309.66824,60.76815,257.96304,-1.0834453,-30.205156,3191.0889,-3642842.0,6.212755,14.617477,-3.000414,28.101734,-20965.156,22.584583,145.25175,-2.0582259,-111.20745,-60.3739,-25.214346,-69.842224,-1.2213845,1
1110.4429,334.04776,521.5991,-569438.06,2411622.8,-11039.246,822.302,-276.3933,46286.94,-1219.6377,311.2189,65.868034,572.5903,-0.624003,-28.228336,2151.0876,-2991347.0,8.88124,24.807016,-42.84294,21.88606,-21685.549,28.371893,82.716484,-11.903492,113.412994,-86.482666,58.309875,9.336054,-1.3088199,1
1110.6124,2401.425,775.72906,-468702.53,1312883.0,-9606.338,-3238.3267,-649.15814,15463.523,3428.5432,310.02496,61.301,330.84058,-0.041311074,-24.003222,514.5423,-3872675.0,6.0059133,-27.443235,-11.481829,36.42887,2059.845,26.520239,231.17401,191.91232,251.55795,57.305504,-20.757673,60.396687,-0.99019426,1
1110.1833,1290.7942,318.96725,109524.8,452721.0,-5886.577,-2234.5522,4719.2783,89576.94,598.579,311.1504,71.345856,321.79196,-1.047815,-24.0383,-2975.4897,2269132.2,6.8971252,30.494143,5.6140327,43.767002,4792.7705,30.965643,-31.454,-202.1168,32.294914,71.195045,-22.198069,11.77552,-1.0069919,1
1110.7949,612.0923,-1462.1698,-1172916.5,58994.617,-879.6686,-2004.4971,3669.8525,-8521.82,495.13528,309.78607,66.15677,96.13197,-8.9967165,-27.493717,-1164.7305,-355498.5,3.457265,22.617453,-26.550377,72.225624,4794.2188,27.263254,213.06226,-75.79013,-98.83163,45.82637,-42.390507,16.506413,-1.1629391,1
1108.8906,-55.87308,-1054.4994,108821.34,1447542.4,-14079.203,1191.3253,11.512835,32071.197,534.0082,309.95255,64.65892,251.7975,-5.4027576,-24.580723,3799.004,-7661291.0,7.8678336,32.908047,-33.216854,-6.302556,-7141.456,16.643204,34.7909,-143.3735,-80.42859,37.169506,39.57373,-61.954014,-0.7030161,1
1110.3789,-969.8614,54.238873,-327286.2,-98672.73,3339.153,-1594.4227,720.65826,72640.516,6.943933,309.5015,64.03089,137.23827,-5.519729,1.9137174,-282.03687,-725741.8,1.7057083,-8.09076,-15.2005825,12.314566,-7454.579,29.665018,26.095516,143.1642,56.989483,5.684707,-80.99021,-5.708369,-0.8061121,1
1109.9,2115.8452,571.008,684302.25,-1025742.1,-1414.0408,-76.228096,-2009.8116,-6407.766,-2300.8684,308.67578,64.97981,582.5564,-1.3118603,-8.764578,-1479.2799,-510768.22,1.0441424,-22.266706,2.3062139,36.16351,-5052.473,24.113644,88.6108,137.7472,37.018208,-69.34148,4.9958544,-0.9470509,-0.5241376,1
